Date,Time,Card,Global_ID,PID,Util,Session_Util,Daily_Avg_Util,Daily_Avg_Session_Util,Weekly_Avg_Util,Weekly_Avg_Session_Util,Monthly_Avg_Util,Monthly_Avg_Session_Util
2026-08-25,19:51,172.20.2.3,0,1526349,86.64,84.71,86.64,84.71,86.64,84.71,86.64,84.71
2026-08-25,19:51,172.20.2.3,1,1526349,86.63,84.71,86.63,84.71,86.63,84.71,86.63,84.71
2026-08-25,19:51,172.20.2.3,2,1526349,86.67,84.71,86.67,84.71,86.67,84.71,86.67,84.71
2026-08-25,19:51,172.20.2.3,3,1526349,86.73,84.71,86.73,84.71,86.73,84.71,86.73,84.71
2026-08-25,19:51,172.20.2.4,4,1549954,11.36,6.41,11.36,6.41,11.36,6.41,11.36,6.41
2026-08-25,19:51,172.20.2.4,5,1549954,11.26,6.37,11.26,6.37,11.26,6.37,11.26,6.37
2026-08-25,19:51,172.20.2.4,6,1549954,11.29,6.37,11.29,6.37,11.29,6.37,11.29,6.37
2026-08-25,19:51,172.20.2.4,7,1549954,11.23,6.38,11.23,6.38,11.23,6.38,11.23,6.38
2026-08-25,19:55,172.20.2.3,0,1526349,86.71,73.03,86.71,73.03,86.71,73.03,86.71,73.03
2026-08-25,19:55,172.20.2.3,1,1526349,87.57,73.01,87.57,73.01,87.57,73.01,87.57,73.01
2026-08-25,19:55,172.20.2.3,2,1526349,86.72,73.03,86.72,73.03,86.72,73.03,86.72,73.03
2026-08-25,19:55,172.20.2.3,3,1526349,86.35,72.88,86.35,72.88,86.35,72.88,86.35,72.88
2026-08-25,19:55,172.20.2.4,4,1549954,0.0,6.91,0.0,6.91,0.0,6.91,0.0,6.91
2026-08-25,19:55,172.20.2.4,5,1549954,0.0,6.94,0.0,6.94,0.0,6.94,0.0,6.94
2026-08-25,19:55,172.20.2.4,6,1549954,0.0,6.94,0.0,6.94,0.0,6.94,0.0,6.94
2026-08-25,19:55,172.20.2.4,7,1549954,0.0,8.08,0.0,8.08,0.0,8.08,0.0,8.08
2026-08-25,19:56,172.20.2.3,0,1526349,84.15,80.26,84.15,80.26,84.15,80.26,84.15,80.26
2026-08-25,19:56,172.20.2.3,1,1526349,85.61,80.27,85.61,80.27,85.61,80.27,85.61,80.27
2026-08-25,19:56,172.20.2.3,2,1526349,85.51,80.27,85.51,80.27,85.51,80.27,85.51,80.27
2026-08-25,19:56,172.20.2.3,3,1526349,85.51,80.27,85.51,80.27,85.51,80.27,85.51,80.27
2026-08-25,19:56,172.20.2.4,4,1549954,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35
2026-08-25,19:56,172.20.2.4,5,1549954,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
2026-08-25,19:56,172.20.2.4,6,1549954,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.55
2026-08-25,19:56,172.20.2.4,7,1549954,12.51,12.51,12.51,12.51,12.51,12.51,12.51,12.51
2026-08-25,20:00,172.20.2.3,0,1526349,86.37,83.88,86.37,83.88,86.37,83.88,86.37,83.88
2026-08-25,20:00,172.20.2.3,1,1526349,84.69,83.88,84.69,83.88,84.69,83.88,84.69,83.88
2026-08-25,20:00,172.20.2.3,2,1526349,86.15,83.88,86.15,83.88,86.15,83.88,86.15,83.88
2026-08-25,20:00,172.20.2.3,3,1526349,84.67,83.88,84.67,83.88,84.67,83.88,84.67,83.88
2026-08-25,20:00,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:00,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:00,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:00,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:01,172.20.2.3,0,1526349,66.54,17.02,66.54,17.02,66.54,17.02,66.54,17.02
2026-08-25,20:01,172.20.2.3,1,1526349,7.9,12.65,7.9,12.65,7.9,12.65,7.9,12.65
2026-08-25,20:01,172.20.2.3,2,1526349,12.75,13.02,12.75,13.02,12.75,13.02,12.75,13.02
2026-08-25,20:01,172.20.2.3,3,1526349,24.06,13.93,24.06,13.93,24.06,13.93,24.06,13.93
2026-08-25,20:01,172.20.2.4,4,1549954,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78
2026-08-25,20:01,172.20.2.4,5,1549954,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78
2026-08-25,20:01,172.20.2.4,6,1549954,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79
2026-08-25,20:01,172.20.2.4,7,1549954,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79
2026-08-25,20:05,172.20.2.3,0,1526349,83.98,83.24,83.98,83.24,83.98,83.24,83.98,83.24
2026-08-25,20:05,172.20.2.3,1,1526349,84.84,83.25,84.84,83.25,84.84,83.25,84.84,83.25
2026-08-25,20:05,172.20.2.3,2,1526349,84.79,83.25,84.79,83.25,84.79,83.25,84.79,83.25
2026-08-25,20:05,172.20.2.3,3,1526349,84.84,83.25,84.84,83.25,84.84,83.25,84.84,83.25
2026-08-25,20:05,172.20.2.4,4,1549954,11.22,7.62,11.22,7.62,11.22,7.62,11.22,7.62
2026-08-25,20:05,172.20.2.4,5,1549954,11.15,7.59,11.15,7.59,11.15,7.59,11.15,7.59
2026-08-25,20:05,172.20.2.4,6,1549954,11.15,7.59,11.15,7.59,11.15,7.59,11.15,7.59
2026-08-25,20:05,172.20.2.4,7,1549954,11.16,7.6,11.16,7.6,11.16,7.6,11.16,7.6
2026-08-25,20:06,172.20.2.3,0,1526349,85.08,84.23,85.08,84.23,85.08,84.23,85.08,84.23
2026-08-25,20:06,172.20.2.3,1,1526349,85.16,84.23,85.16,84.23,85.16,84.23,85.16,84.23
2026-08-25,20:06,172.20.2.3,2,1526349,85.19,84.23,85.19,84.23,85.19,84.23,85.19,84.23
2026-08-25,20:06,172.20.2.3,3,1526349,85.1,84.23,85.1,84.23,85.1,84.23,85.1,84.23
2026-08-25,20:06,172.20.2.4,4,1549954,11.12,8.57,11.12,8.57,11.12,8.57,11.12,8.57
2026-08-25,20:06,172.20.2.4,5,1549954,14.31,8.31,14.31,8.31,14.31,8.31,14.31,8.31
2026-08-25,20:06,172.20.2.4,6,1549954,13.53,8.31,13.53,8.31,13.53,8.31,13.53,8.31
2026-08-25,20:06,172.20.2.4,7,1549954,13.29,8.31,13.29,8.31,13.29,8.31,13.29,8.31
2026-08-25,20:10,172.20.2.3,0,1526349,85.87,72.35,85.87,72.35,85.87,72.35,85.87,72.35
2026-08-25,20:10,172.20.2.3,1,1526349,85.68,72.23,85.68,72.23,85.68,72.23,85.68,72.23
2026-08-25,20:10,172.20.2.3,2,1526349,86.28,72.23,86.28,72.23,86.28,72.23,86.28,72.23
2026-08-25,20:10,172.20.2.3,3,1526349,86.45,72.23,86.45,72.23,86.45,72.23,86.45,72.23
2026-08-25,20:10,172.20.2.4,4,1549954,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
2026-08-25,20:10,172.20.2.4,5,1549954,8.32,8.32,8.32,8.32,8.32,8.32,8.32,8.32
2026-08-25,20:10,172.20.2.4,6,1549954,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29
2026-08-25,20:10,172.20.2.4,7,1549954,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29
2026-08-25,20:11,172.20.2.3,0,1526349,85.44,80.38,85.44,80.38,85.44,80.38,85.44,80.38
2026-08-25,20:11,172.20.2.3,1,1526349,85.36,80.37,85.36,80.37,85.36,80.37,85.36,80.37
2026-08-25,20:11,172.20.2.3,2,1526349,85.11,80.37,85.11,80.37,85.11,80.37,85.11,80.37
2026-08-25,20:11,172.20.2.3,3,1526349,85.07,80.36,85.07,80.36,85.07,80.36,85.07,80.36
2026-08-25,20:11,172.20.2.4,4,1549954,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72
2026-08-25,20:11,172.20.2.4,5,1549954,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71
2026-08-25,20:11,172.20.2.4,6,1549954,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72
2026-08-25,20:11,172.20.2.4,7,1549954,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71
2026-08-25,20:15,172.20.2.3,0,1526349,84.47,83.21,84.47,83.21,84.47,83.21,84.47,83.21
2026-08-25,20:15,172.20.2.3,1,1526349,85.15,83.21,85.15,83.21,85.15,83.21,85.15,83.21
2026-08-25,20:15,172.20.2.3,2,1526349,84.45,83.21,84.45,83.21,84.45,83.21,84.45,83.21
2026-08-25,20:15,172.20.2.3,3,1526349,84.46,83.21,84.46,83.21,84.46,83.21,84.46,83.21
2026-08-25,20:15,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:15,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:15,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:15,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:16,172.20.2.3,0,1526349,36.51,31.98,36.51,31.98,36.51,31.98,36.51,31.98
2026-08-25,20:16,172.20.2.3,1,1526349,36.53,31.98,36.53,31.98,36.53,31.98,36.53,31.98
2026-08-25,20:16,172.20.2.3,2,1526349,36.49,31.98,36.49,31.98,36.49,31.98,36.49,31.98
2026-08-25,20:16,172.20.2.3,3,1526349,36.49,32.0,36.49,32.0,36.49,32.0,36.49,32.0
2026-08-25,20:16,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:16,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:16,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:16,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:20,172.20.2.3,0,1526349,85.52,81.05,85.52,81.05,85.52,81.05,85.52,81.05
2026-08-25,20:20,172.20.2.3,1,1526349,85.35,81.05,85.35,81.05,85.35,81.05,85.35,81.05
2026-08-25,20:20,172.20.2.3,2,1526349,85.49,81.05,85.49,81.05,85.49,81.05,85.49,81.05
2026-08-25,20:20,172.20.2.3,3,1526349,85.46,81.05,85.46,81.05,85.46,81.05,85.46,81.05
2026-08-25,20:20,172.20.2.4,4,1549954,22.76,9.77,22.76,9.77,22.76,9.77,22.76,9.77
2026-08-25,20:20,172.20.2.4,5,1549954,19.83,9.68,19.83,9.68,19.83,9.68,19.83,9.68
2026-08-25,20:20,172.20.2.4,6,1549954,19.51,9.68,19.51,9.68,19.51,9.68,19.51,9.68
2026-08-25,20:20,172.20.2.4,7,1549954,20.19,9.68,20.19,9.68,20.19,9.68,20.19,9.68
2026-08-25,20:21,172.20.2.3,0,1526349,84.25,82.38,84.25,82.38,84.25,82.38,84.25,82.38
2026-08-25,20:21,172.20.2.3,1,1526349,84.86,82.37,84.86,82.37,84.86,82.37,84.86,82.37
2026-08-25,20:21,172.20.2.3,2,1526349,85.0,82.37,85.0,82.37,85.0,82.37,85.0,82.37
2026-08-25,20:21,172.20.2.3,3,1526349,84.84,82.37,84.84,82.37,84.84,82.37,84.84,82.37
2026-08-25,20:21,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:21,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:21,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:21,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:25,172.20.2.3,0,1526349,84.86,36.43,84.86,36.43,84.86,36.43,84.86,36.43
2026-08-25,20:25,172.20.2.3,1,1526349,84.23,36.76,84.23,36.76,84.23,36.76,84.23,36.76
2026-08-25,20:25,172.20.2.3,2,1526349,84.48,34.55,84.48,34.55,84.48,34.55,84.48,34.55
2026-08-25,20:25,172.20.2.3,3,1526349,84.86,34.7,84.86,34.7,84.86,34.7,84.86,34.7
2026-08-25,20:25,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:25,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:25,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:25,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:26,172.20.2.3,0,1526349,86.17,78.07,86.17,78.07,86.17,78.07,86.17,78.07
2026-08-25,20:26,172.20.2.3,1,1526349,85.85,78.03,85.85,78.03,85.85,78.03,85.85,78.03
2026-08-25,20:26,172.20.2.3,2,1526349,85.83,78.03,85.83,78.03,85.83,78.03,85.83,78.03
2026-08-25,20:26,172.20.2.3,3,1526349,85.73,78.03,85.73,78.03,85.73,78.03,85.73,78.03
2026-08-25,20:26,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:26,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:26,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:26,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:30,172.20.2.3,0,1526349,89.69,84.02,89.69,84.02,89.69,84.02,89.69,84.02
2026-08-25,20:30,172.20.2.3,1,1526349,87.69,84.01,87.69,84.01,87.69,84.01,87.69,84.01
2026-08-25,20:30,172.20.2.3,2,1526349,89.77,84.02,89.77,84.02,89.77,84.02,89.77,84.02
2026-08-25,20:30,172.20.2.3,3,1526349,90.04,84.02,90.04,84.02,90.04,84.02,90.04,84.02
2026-08-25,20:30,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:30,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:30,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:30,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:31,172.20.2.3,0,1526349,47.39,9.54,47.39,9.54,47.39,9.54,47.39,9.54
2026-08-25,20:31,172.20.2.3,1,1526349,45.41,9.64,45.41,9.64,45.41,9.64,45.41,9.64
2026-08-25,20:31,172.20.2.3,2,1526349,42.16,9.8,42.16,9.8,42.16,9.8,42.16,9.8
2026-08-25,20:31,172.20.2.3,3,1526349,39.48,9.92,39.48,9.92,39.48,9.92,39.48,9.92
2026-08-25,20:31,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:31,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:31,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:31,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:35,172.20.2.3,0,1526349,87.98,78.77,87.98,78.77,87.98,78.77,87.98,78.77
2026-08-25,20:35,172.20.2.3,1,1526349,87.28,78.75,87.28,78.75,87.28,78.75,87.28,78.75
2026-08-25,20:35,172.20.2.3,2,1526349,87.27,78.75,87.27,78.75,87.27,78.75,87.27,78.75
2026-08-25,20:35,172.20.2.3,3,1526349,88.0,78.75,88.0,78.75,88.0,78.75,88.0,78.75
2026-08-25,20:35,172.20.2.4,4,1549954,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
2026-08-25,20:35,172.20.2.4,5,1549954,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
2026-08-25,20:35,172.20.2.4,6,1549954,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38
2026-08-25,20:35,172.20.2.4,7,1549954,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.38
2026-08-25,20:36,172.20.2.3,0,1526349,86.26,81.66,86.26,81.66,86.26,81.66,86.26,81.66
2026-08-25,20:36,172.20.2.3,1,1526349,86.94,81.66,86.94,81.66,86.94,81.66,86.94,81.66
2026-08-25,20:36,172.20.2.3,2,1526349,86.22,81.66,86.22,81.66,86.22,81.66,86.22,81.66
2026-08-25,20:36,172.20.2.3,3,1526349,86.19,81.66,86.19,81.66,86.19,81.66,86.19,81.66
2026-08-25,20:36,172.20.2.4,4,1549954,0.0,4.71,0.0,4.71,0.0,4.71,0.0,4.71
2026-08-25,20:36,172.20.2.4,5,1549954,0.0,4.71,0.0,4.71,0.0,4.71,0.0,4.71
2026-08-25,20:36,172.20.2.4,6,1549954,0.0,4.7,0.0,4.7,0.0,4.7,0.0,4.7
2026-08-25,20:36,172.20.2.4,7,1549954,0.0,4.7,0.0,4.7,0.0,4.7,0.0,4.7
2026-08-25,20:40,172.20.2.3,0,1526349,38.5,33.56,38.5,33.56,38.5,33.56,38.5,33.56
2026-08-25,20:40,172.20.2.3,1,1526349,38.3,33.53,38.3,33.53,38.3,33.53,38.3,33.53
2026-08-25,20:40,172.20.2.3,2,1526349,38.46,33.56,38.46,33.56,38.46,33.56,38.46,33.56
2026-08-25,20:40,172.20.2.3,3,1526349,38.47,33.55,38.47,33.55,38.47,33.55,38.47,33.55
2026-08-25,20:40,172.20.2.4,4,1549954,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
2026-08-25,20:40,172.20.2.4,5,1549954,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
2026-08-25,20:40,172.20.2.4,6,1549954,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52
2026-08-25,20:40,172.20.2.4,7,1549954,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52
2026-08-25,20:41,172.20.2.3,0,1526349,84.8,75.32,84.8,75.32,84.8,75.32,84.8,75.32
2026-08-25,20:41,172.20.2.3,1,1526349,84.91,75.29,84.91,75.29,84.91,75.29,84.91,75.29
2026-08-25,20:41,172.20.2.3,2,1526349,84.69,75.29,84.69,75.29,84.69,75.29,84.69,75.29
2026-08-25,20:41,172.20.2.3,3,1526349,84.89,75.3,84.89,75.3,84.89,75.3,84.89,75.3
2026-08-25,20:41,172.20.2.4,4,1549954,9.71,7.33,9.71,7.33,9.71,7.33,9.71,7.33
2026-08-25,20:41,172.20.2.4,5,1549954,9.81,7.33,9.81,7.33,9.81,7.33,9.81,7.33
2026-08-25,20:41,172.20.2.4,6,1549954,9.57,7.31,9.57,7.31,9.57,7.31,9.57,7.31
2026-08-25,20:41,172.20.2.4,7,1549954,9.76,7.33,9.76,7.33,9.76,7.33,9.76,7.33
2026-08-25,20:45,172.20.2.3,0,1526349,85.59,83.36,85.59,83.36,85.59,83.36,85.59,83.36
2026-08-25,20:45,172.20.2.3,1,1526349,85.93,83.36,85.93,83.36,85.93,83.36,85.93,83.36
2026-08-25,20:45,172.20.2.3,2,1526349,86.39,83.36,86.39,83.36,86.39,83.36,86.39,83.36
2026-08-25,20:45,172.20.2.3,3,1526349,85.51,83.36,85.51,83.36,85.51,83.36,85.51,83.36
2026-08-25,20:45,172.20.2.4,4,1549954,6.8,4.85,6.8,4.85,6.8,4.85,6.8,4.85
2026-08-25,20:45,172.20.2.4,5,1549954,6.7,4.83,6.7,4.83,6.7,4.83,6.7,4.83
2026-08-25,20:45,172.20.2.4,6,1549954,6.7,4.83,6.7,4.83,6.7,4.83,6.7,4.83
2026-08-25,20:45,172.20.2.4,7,1549954,6.7,4.83,6.7,4.83,6.7,4.83,6.7,4.83
2026-08-25,20:46,172.20.2.3,0,1526349,87.19,84.06,87.19,84.06,87.19,84.06,87.19,84.06
2026-08-25,20:46,172.20.2.3,1,1526349,86.63,84.07,86.63,84.07,86.63,84.07,86.63,84.07
2026-08-25,20:46,172.20.2.3,2,1526349,88.12,84.06,88.12,84.06,88.12,84.06,88.12,84.06
2026-08-25,20:46,172.20.2.3,3,1526349,88.13,84.06,88.13,84.06,88.13,84.06,88.13,84.06
2026-08-25,20:46,172.20.2.4,4,1549954,0.0,4.6,0.0,4.6,0.0,4.6,0.0,4.6
2026-08-25,20:46,172.20.2.4,5,1549954,0.0,4.59,0.0,4.59,0.0,4.59,0.0,4.59
2026-08-25,20:46,172.20.2.4,6,1549954,0.0,4.59,0.0,4.59,0.0,4.59,0.0,4.59
2026-08-25,20:46,172.20.2.4,7,1549954,0.0,4.59,0.0,4.59,0.0,4.59,0.0,4.59
2026-08-25,20:50,172.20.2.3,0,1526349,87.44,79.86,87.44,79.86,87.44,79.86,87.44,79.86
2026-08-25,20:50,172.20.2.3,1,1526349,86.47,79.86,86.47,79.86,86.47,79.86,86.47,79.86
2026-08-25,20:50,172.20.2.3,2,1526349,86.63,79.85,86.63,79.85,86.63,79.85,86.63,79.85
2026-08-25,20:50,172.20.2.3,3,1526349,86.63,79.85,86.63,79.85,86.63,79.85,86.63,79.85
2026-08-25,20:50,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:50,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:50,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:50,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:51,172.20.2.3,0,1526349,88.69,82.99,88.69,82.99,88.69,82.99,88.69,82.99
2026-08-25,20:51,172.20.2.3,1,1526349,88.5,82.99,88.5,82.99,88.5,82.99,88.5,82.99
2026-08-25,20:51,172.20.2.3,2,1526349,88.8,82.98,88.8,82.98,88.8,82.98,88.8,82.98
2026-08-25,20:51,172.20.2.3,3,1526349,88.81,82.98,88.81,82.98,88.81,82.98,88.81,82.98
2026-08-25,20:51,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:51,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:51,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:51,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:55,172.20.2.3,0,1526349,37.45,27.84,37.45,27.84,37.45,27.84,37.45,27.84
2026-08-25,20:55,172.20.2.3,1,1526349,37.48,27.87,37.48,27.87,37.48,27.87,37.48,27.87
2026-08-25,20:55,172.20.2.3,2,1526349,37.48,27.87,37.48,27.87,37.48,27.87,37.48,27.87
2026-08-25,20:55,172.20.2.3,3,1526349,37.49,27.87,37.49,27.87,37.49,27.87,37.49,27.87
2026-08-25,20:55,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:55,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:55,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:55,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:56,172.20.2.3,0,1526349,85.7,68.85,85.7,68.85,85.7,68.85,85.7,68.85
2026-08-25,20:56,172.20.2.3,1,1526349,85.35,68.89,85.35,68.89,85.35,68.89,85.35,68.89
2026-08-25,20:56,172.20.2.3,2,1526349,85.38,68.94,85.38,68.94,85.38,68.94,85.38,68.94
2026-08-25,20:56,172.20.2.3,3,1526349,85.04,68.97,85.04,68.97,85.04,68.97,85.04,68.97
2026-08-25,20:56,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:56,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:56,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,20:56,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:00,172.20.2.3,0,1526349,84.77,82.02,84.77,82.02,84.77,82.02,84.77,82.02
2026-08-25,21:00,172.20.2.3,1,1526349,85.05,82.02,85.05,82.02,85.05,82.02,85.05,82.02
2026-08-25,21:00,172.20.2.3,2,1526349,85.41,82.02,85.41,82.02,85.41,82.02,85.41,82.02
2026-08-25,21:00,172.20.2.3,3,1526349,85.4,82.02,85.4,82.02,85.4,82.02,85.4,82.02
2026-08-25,21:00,172.20.2.4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:00,172.20.2.4,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:00,172.20.2.4,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:00,172.20.2.4,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:01,172.20.2.3,0,1526349,85.38,82.87,85.38,82.87,85.38,82.87,85.38,82.87
2026-08-25,21:01,172.20.2.3,1,1526349,85.12,82.87,85.12,82.87,85.12,82.87,85.12,82.87
2026-08-25,21:01,172.20.2.3,2,1526349,85.02,82.88,85.02,82.88,85.02,82.88,85.02,82.88
2026-08-25,21:01,172.20.2.3,3,1526349,84.86,82.88,84.86,82.88,84.86,82.88,84.86,82.88
2026-08-25,21:01,172.20.2.4,4,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:01,172.20.2.4,5,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:01,172.20.2.4,6,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:01,172.20.2.4,7,1549954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-25,21:05,172.20.2.3,0,1526349,88.83,76.94,88.83,76.94,88.83,76.94,88.83,76.94
2026-08-25,21:05,172.20.2.3,1,1526349,89.85,76.97,89.85,76.97,89.85,76.97,89.85,76.97
2026-08-25,21:05,172.20.2.3,2,1526349,88.83,76.99,88.83,76.99,88.83,76.99,88.83,76.99
2026-08-25,21:05,172.20.2.3,3,1526349,88.84,77.0,88.84,77.0,88.84,77.0,88.84,77.0
2026-08-25,21:05,172.20.2.4,4,1549954,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53
2026-08-25,21:05,172.20.2.4,5,1549954,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
2026-08-25,21:05,172.20.2.4,6,1549954,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
2026-08-25,21:05,172.20.2.4,7,1549954,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
2026-08-25,21:06,172.20.2.3,0,1526349,89.97,82.05,89.97,82.05,89.97,82.05,89.97,82.05
2026-08-25,21:06,172.20.2.3,1,1526349,89.93,82.05,89.93,82.05,89.93,82.05,89.93,82.05
2026-08-25,21:06,172.20.2.3,2,1526349,87.44,82.02,87.44,82.02,87.44,82.02,87.44,82.02
2026-08-25,21:06,172.20.2.3,3,1526349,88.83,82.03,88.83,82.03,88.83,82.03,88.83,82.03
2026-08-25,21:06,172.20.2.4,4,1549954,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94
